key,name_ko,name_en,description,source_status,source_url
modeumjeon,모듬전,Modeumjeon,EPIS 레시피 DB 부침 (RECIPE_ID 375) · 재료 16종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ojingeosamgyeopsalbokeum,오징어삼겹살볶음,Ojingeosamgyeopsalbokeum,EPIS 레시피 DB 볶음 (RECIPE_ID 381) · 재료 13종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
chaesoyeongyangbap,채소영양밥,Chaesoyeongyangbap,EPIS 레시피 DB 밥 (RECIPE_ID 382) · 재료 6종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
umuknaengchae,우묵냉채,Umuknaengchae,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 385) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
beoseotmaeuntang,버섯매운탕,Beoseotmaeuntang,EPIS 레시피 DB 만두/면류 (RECIPE_ID 386) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dongraepajeon,동래파전,Dongraepajeon,EPIS 레시피 DB 부침 (RECIPE_ID 387) · 재료 17종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
jogijjim,조기찜,Jogijjim,EPIS 레시피 DB 찜 (RECIPE_ID 388) · 재료 14종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gimchihonghapguk,김치홍합국,Gimchihonghapguk,EPIS 레시피 DB 국 (RECIPE_ID 391) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gajitwigim,가지튀김,Gajitwigim,EPIS 레시피 DB 튀김/커틀릿 (RECIPE_ID 392) · 재료 14종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
golbaengibokeum,골뱅이볶음,Golbaengibokeum,EPIS 레시피 DB 볶음 (RECIPE_ID 393) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dakgaseumsalhaeparisaelreodeu,닭가슴살해파리샐러드,Dakgaseumsalhaeparisaelreodeu,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 394) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
eomukbokeum,어묵볶음,Eomukbokeum,EPIS 레시피 DB 볶음 (RECIPE_ID 395) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ojingeoseokeojjigae,오징어섞어찌개,Ojingeoseokeojjigae,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 396) · 재료 17종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
tteokkkochi,떡꼬치,Tteokkkochi,EPIS 레시피 DB 구이 (RECIPE_ID 397) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
chamchigimchijjigae,참치김치찌개,Chamchigimchijjigae,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 399) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ojingeobokeumgwasomyeon,오징어볶음과소면,Ojingeobokeumgwasomyeon,EPIS 레시피 DB 볶음 (RECIPE_ID 400) · 재료 14종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
buchujapchae,부추잡채,Buchujapchae,EPIS 레시피 DB 볶음 (RECIPE_ID 401) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
jaengbanramyeon,쟁반라면,Jaengbanramyeon,EPIS 레시피 DB 만두/면류 (RECIPE_ID 402) · 재료 15종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ganjanggejang,간장게장,Ganjanggejang,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 405) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
nokdujuk,녹두죽,Nokdujuk,EPIS 레시피 DB 밥 (RECIPE_ID 406) · 재료 4종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dwaejibulgogi,돼지불고기,Dwaejibulgogi,EPIS 레시피 DB 볶음 (RECIPE_ID 407) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
danhobakgui,단호박구이,Danhobakgui,EPIS 레시피 DB 구이 (RECIPE_ID 408) · 재료 5종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
miyeoksujebi,미역수제비,Miyeoksujebi,EPIS 레시피 DB 만두/면류 (RECIPE_ID 411) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
makeundaegutang,맑은대구탕,Makeundaegutang,EPIS 레시피 DB 국 (RECIPE_ID 412) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
soegogideopbap,쇠고기덮밥,Soegogideopbap,EPIS 레시피 DB 밥 (RECIPE_ID 414) · 재료 13종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
godeungeotwigimkecheopjorim,고등어튀김케첩조림,Godeungeotwigimkecheopjorim,EPIS 레시피 DB 조림 (RECIPE_ID 415) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
saenggulchaesomuchim,생굴채소무침,Saenggulchaesomuchim,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 416) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
saengseonjeon,생선전,Saengseonjeon,EPIS 레시피 DB 부침 (RECIPE_ID 417) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
tongmaneuljangajji,통마늘장아찌,Tongmaneuljangajji,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 418) · 재료 5종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
bukeohaejanggukbap,북어해장국밥,Bukeohaejanggukbap,EPIS 레시피 DB 밥 (RECIPE_ID 419) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
bomdonggeotjeoli,봄동겉절이,Bomdonggeotjeoli,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 420) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
yangpajeon,양파전,Yangpajeon,EPIS 레시피 DB 부침 (RECIPE_ID 421) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
kkotsangchussam,꽃상추쌈,Kkotsangchussam,EPIS 레시피 DB 밥 (RECIPE_ID 422) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dwaejigogiueongmalijorim,돼지고기우엉말이조림,Dwaejigogiueongmalijorim,EPIS 레시피 DB 조림 (RECIPE_ID 423) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dasimachaesomali,다시마채소말이,Dasimachaesomali,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 424) · 재료 5종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
mumalraengimuchim,무말랭이무침,Mumalraengimuchim,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 425) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
nakjibulgogi,낙지불고기,Nakjibulgogi,EPIS 레시피 DB 볶음 (RECIPE_ID 426) · 재료 18종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
godeungeoyangnyeomgui,고등어양념구이,Godeungeoyangnyeomgui,EPIS 레시피 DB 구이 (RECIPE_ID 428) · 재료 13종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
godeungeojorim,고등어조림,Godeungeojorim,EPIS 레시피 DB 조림 (RECIPE_ID 429) · 재료 19종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
galchigui,갈치구이,Galchigui,EPIS 레시피 DB 구이 (RECIPE_ID 430) · 재료 5종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
galchijorim,갈치조림,Galchijorim,EPIS 레시피 DB 조림 (RECIPE_ID 431) · 재료 18종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
saeugyeojachae,새우겨자채,Saeugyeojachae,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 432) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
kkaetipjorim,깻잎조림,Kkaetipjorim,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 438) · 재료 6종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
eolgaliyeolmumulgimchi,얼갈이열무물김치,Eolgaliyeolmumulgimchi,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 439) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ganjang,간장,Ganjang,EPIS 레시피 DB 양념장 (RECIPE_ID 440) · 재료 3종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gochujang,고추장,Gochujang,EPIS 레시피 DB 양념장 (RECIPE_ID 442) · 재료 5종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
geundaedoenjangguk,근대된장국,Geundaedoenjangguk,EPIS 레시피 DB 국 (RECIPE_ID 444) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
kkaetipmaligimchi,깻잎말이김치,Kkaetipmaligimchi,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 446) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
bukeungatdongchimi,붉은갓동치미,Bukeungatdongchimi,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 447) · 재료 5종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
sigeumchigyeranmali,시금치계란말이,Sigeumchigyeranmali,EPIS 레시피 DB 부침 (RECIPE_ID 450) · 재료 5종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
nakjiyeonpotang,낙지연포탕,Nakjiyeonpotang,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 451) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
saeujuk,새우죽,Saeujuk,EPIS 레시피 DB 밥 (RECIPE_ID 452) · 재료 4종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
jeonbokjuk,전복죽,Jeonbokjuk,EPIS 레시피 DB 밥 (RECIPE_ID 453) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
juksunhoewaminariganghoe,죽순회와미나리강회,Juksunhoewaminariganghoe,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 454) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
sigeumchinamul,시금치나물,Sigeumchinamul,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 455) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
nokchakongguksu,녹차콩국수,Nokchakongguksu,EPIS 레시피 DB 만두/면류 (RECIPE_ID 456) · 재료 4종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
umukongnaengguk,우무콩냉국,Umukongnaengguk,EPIS 레시피 DB 국 (RECIPE_ID 457) · 재료 5종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
seoritaekongguksu,서리태콩국수,Seoritaekongguksu,EPIS 레시피 DB 만두/면류 (RECIPE_ID 459) · 재료 5종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
daedaerodakkalguksu,대대로닭칼국수,Daedaerodakkalguksu,EPIS 레시피 DB 만두/면류 (RECIPE_ID 460) · 재료 6종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
jeoneohoemuchim,전어회무침,Jeoneohoemuchim,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 461) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
sokkorijjim,소꼬리찜,Sokkorijjim,EPIS 레시피 DB 찜 (RECIPE_ID 463) · 재료 6종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
torandakgogijjim,토란닭고기찜,Torandakgogijjim,EPIS 레시피 DB 찜 (RECIPE_ID 465) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
nokdugomulhobaktteokkeikeu,녹두고물호박떡케이크,Nokdugomulhobaktteokkeikeu,EPIS 레시피 DB 떡/한과 (RECIPE_ID 466) · 재료 4종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gajigimchi,가지김치,Gajigimchi,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 469) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
beoseotjapchae,버섯잡채,Beoseotjapchae,EPIS 레시피 DB 볶음 (RECIPE_ID 470) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
mussammali,무쌈말이,Mussammali,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 473) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
doenjangchaesosujebi,된장채소수제비,Doenjangchaesosujebi,EPIS 레시피 DB 만두/면류 (RECIPE_ID 475) · 재료 14종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
chamchijuk,참치죽,Chamchijuk,EPIS 레시피 DB 밥 (RECIPE_ID 477) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dubupapeurikajeon,두부파프리카전,Dubupapeurikajeon,EPIS 레시피 DB 부침 (RECIPE_ID 478) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
haemuljjigae,해물찌개,Haemuljjigae,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 480) · 재료 19종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dwaejigogigimchijjigae,돼지고기김치찌개,Dwaejigogigimchijjigae,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 481) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dubujorim,두부조림,Dubujorim,EPIS 레시피 DB 조림 (RECIPE_ID 482) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
haemulbokeumbap,해물볶음밥,Haemulbokeumbap,EPIS 레시피 DB 밥 (RECIPE_ID 484) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
saesongissamjanggui,새송이쌈장구이,Saesongissamjanggui,EPIS 레시피 DB 구이 (RECIPE_ID 485) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
haemulmaeuntang,해물매운탕,Haemulmaeuntang,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 486) · 재료 20종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
haemulsundubujjigae,해물순두부찌개,Haemulsundubujjigae,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 487) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
jjolmyeon,쫄면,Jjolmyeon,EPIS 레시피 DB 만두/면류 (RECIPE_ID 489) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
tteokmanduguk,떡만두국,Tteokmanduguk,EPIS 레시피 DB 만두/면류 (RECIPE_ID 492) · 재료 13종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
kkongchigimchijjigae,꽁치김치찌개,Kkongchigimchijjigae,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 493) · 재료 6종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
bibimnaengmyeon,비빔냉면,Bibimnaengmyeon,EPIS 레시피 DB 만두/면류 (RECIPE_ID 495) · 재료 13종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
megimaeuntang,메기매운탕,Megimaeuntang,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 496) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ingeojjim,잉어찜,Ingeojjim,EPIS 레시피 DB 찜 (RECIPE_ID 497) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
songeosaelreodeu,송어샐러드,Songeosaelreodeu,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 498) · 재료 6종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
sigeumchibaemieumjuk,시금치배미음죽,Sigeumchibaemieumjuk,EPIS 레시피 DB 밥 (RECIPE_ID 516) · 재료 4종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
sigeumchipyogodoenjangmureunbap,시금치표고된장무른밥,Sigeumchipyogodoenjangmureunbap,EPIS 레시피 DB 밥 (RECIPE_ID 531) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
hanutomatoseutyu,한우토마토스튜,Hanutomatoseutyu,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 5836) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
heukimjasamgyejuk,흑임자삼계죽,Heukimjasamgyejuk,EPIS 레시피 DB 밥 (RECIPE_ID 39665) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
siraegidwaejigalbijjim,시래기돼지갈비찜,Siraegidwaejigalbijjim,EPIS 레시피 DB 찜 (RECIPE_ID 39692) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
bossamgimchi_62330,보쌈김치,Bossamgimchi,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 62330) · 재료 14종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gamdongjeotmugimchi,감동젓무김치,Gamdongjeotmugimchi,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 73679) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
sigeumchideulkkaesujebi,시금치들깨수제비,Sigeumchideulkkaesujebi,EPIS 레시피 DB 만두/면류 (RECIPE_ID 73712) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dotnamul_buchu_oimuchim,돛나물 부추 오이무침,Dotnamul Buchu Oimuchim,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 90834) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
oidongchimi,오이동치미,Oidongchimi,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 90846) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
tomatominisaesongibokeum,토마토미니새송이볶음,Tomatominisaesongibokeum,EPIS 레시피 DB 볶음 (RECIPE_ID 90868) · 재료 6종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gogumaipmuchim,고구마잎무침,Gogumaipmuchim,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 90894) · 재료 5종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
maeungajibokeum,매운가지볶음,Maeungajibokeum,EPIS 레시피 DB 볶음 (RECIPE_ID 90904) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
sangchu_chikeori_ojingeo_chochimmu,상추 치커리 오징어 초침무,Sangchu Chikeori Ojingeo Chochimmu,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 90941) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gajimuchimgwa_hobakipssambap,가지무침과 호박잎쌈밥,Gajimuchimgwa Hobakipssambap,EPIS 레시피 DB 밥 (RECIPE_ID 90960) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
hobakmuchim,호박무침,Hobakmuchim,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 90980) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gochujangajji_91023,고추장아찌,Gochujangajji,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 91023) · 재료 4종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
kkaetipjangajji_120344,깻잎장아찌,Kkaetipjangajji,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 120344) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
aehobak_gui,애호박 구이,Aehobak Gui,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 120401) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
danhobak_godeungeojorim,단호박 고등어조림,Danhobak Godeungeojorim,EPIS 레시피 DB 조림 (RECIPE_ID 120441) · 재료 14종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
danggeunip_gamjajeon,당근잎 감자전,Danggeunip Gamjajeon,EPIS 레시피 DB 부침 (RECIPE_ID 120463) · 재료 4종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
baechumandu,배추만두,Baechumandu,EPIS 레시피 DB 찜 (RECIPE_ID 120476) · 재료 15종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
kongbijidonggeurangttaeng,콩비지동그랑땡,Kongbijidonggeurangttaeng,EPIS 레시피 DB 부침 (RECIPE_ID 195453) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
