key,name_ko,name_en,description,source_status,source_url
samgyeopsalchaesomali,삼겹살채소말이,Samgyeopsalchaesomali,EPIS 레시피 DB 구이 (RECIPE_ID 149) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
baechusokdaetguk,배추속댓국,Baechusokdaetguk,EPIS 레시피 DB 국 (RECIPE_ID 150) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
songpyeon,송편,Songpyeon,EPIS 레시피 DB 떡/한과 (RECIPE_ID 151) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
bindaetteok,빈대떡,Bindaetteok,EPIS 레시피 DB 부침 (RECIPE_ID 152) · 재료 13종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
hwayangjeok,화양적,Hwayangjeok,EPIS 레시피 DB 부침 (RECIPE_ID 153) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
torangomtang,토란곰탕,Torangomtang,EPIS 레시피 DB 국 (RECIPE_ID 154) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
soegogijeongol,쇠고기전골,Soegogijeongol,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 155) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
godeungeomujorim,고등어무조림,Godeungeomujorim,EPIS 레시피 DB 조림 (RECIPE_ID 156) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ssamjang,쌈장,Ssamjang,EPIS 레시피 DB 양념장 (RECIPE_ID 158) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ojingeosundae,오징어순대,Ojingeosundae,EPIS 레시피 DB 찜 (RECIPE_ID 161) · 재료 19종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
garaetteokkkochi,가래떡꼬치,Garaetteokkkochi,EPIS 레시피 DB 도시락/간식 (RECIPE_ID 163) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
chanbapjijimi,찬밥지짐이,Chanbapjijimi,EPIS 레시피 DB 부침 (RECIPE_ID 164) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dongjipatjuk,동지팥죽,Dongjipatjuk,EPIS 레시피 DB 밥 (RECIPE_ID 165) · 재료 4종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gogumajulgibokeum,고구마줄기볶음,Gogumajulgibokeum,EPIS 레시피 DB 볶음 (RECIPE_ID 167) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
eomukdakgogijorim,어묵닭고기조림,Eomukdakgogijorim,EPIS 레시피 DB 조림 (RECIPE_ID 168) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
tteokguk,떡국,Tteokguk,EPIS 레시피 DB 국 (RECIPE_ID 169) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
jeolpyeon,절편,Jeolpyeon,EPIS 레시피 DB 떡/한과 (RECIPE_ID 170) · 재료 4종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
sujeonggwa,수정과,Sujeonggwa,EPIS 레시피 DB 음료 (RECIPE_ID 171) · 재료 4종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
patsirutteok,팥시루떡,Patsirutteok,EPIS 레시피 DB 떡/한과 (RECIPE_ID 173) · 재료 5종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
soegogiwanjajjim,쇠고기완자찜,Soegogiwanjajjim,EPIS 레시피 DB 찜 (RECIPE_ID 175) · 재료 13종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
haemuljapchae,해물잡채,Haemuljapchae,EPIS 레시피 DB 만두/면류 (RECIPE_ID 176) · 재료 14종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
makeuntteokguk,맑은떡국,Makeuntteokguk,EPIS 레시피 DB 국 (RECIPE_ID 177) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
chalbap,찰밥,Chalbap,EPIS 레시피 DB 밥 (RECIPE_ID 178) · 재료 5종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
kongnamulmubap,콩나물무밥,Kongnamulmubap,EPIS 레시피 DB 밥 (RECIPE_ID 179) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
modeumssambap,모듬쌈밥,Modeumssambap,EPIS 레시피 DB 밥 (RECIPE_ID 180) · 재료 13종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dalraedoenjangjjigae,달래된장찌개,Dalraedoenjangjjigae,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 181) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ssukbeoseotbokeum,쑥버섯볶음,Ssukbeoseotbokeum,EPIS 레시피 DB 볶음 (RECIPE_ID 182) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
bomdongbajirakbokeum,봄동바지락볶음,Bomdongbajirakbokeum,EPIS 레시피 DB 볶음 (RECIPE_ID 184) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gimchidonggeurangttaeng,김치동그랑땡,Gimchidonggeurangttaeng,EPIS 레시피 DB 부침 (RECIPE_ID 185) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
chanbapmattang,찬밥맛탕,Chanbapmattang,EPIS 레시피 DB 밥 (RECIPE_ID 186) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
yangbaechutguk,양배춧국,Yangbaechutguk,EPIS 레시피 DB 국 (RECIPE_ID 187) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ojingeojjigae,오징어찌개,Ojingeojjigae,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 188) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
sigeumchidoenjangguk,시금치된장국,Sigeumchidoenjangguk,EPIS 레시피 DB 국 (RECIPE_ID 191) · 재료 4종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gimchichaesossam,김치채소쌈,Gimchichaesossam,EPIS 레시피 DB 밥 (RECIPE_ID 192) · 재료 13종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
chalbapjumeokbap,찰밥주먹밥,Chalbapjumeokbap,EPIS 레시피 DB 밥 (RECIPE_ID 193) · 재료 6종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gyeranmalijumeokbap,계란말이주먹밥,Gyeranmalijumeokbap,EPIS 레시피 DB 밥 (RECIPE_ID 194) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
eomukguk,어묵국,Eomukguk,EPIS 레시피 DB 국 (RECIPE_ID 195) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
jogaemakeunguk,조개맑은국,Jogaemakeunguk,EPIS 레시피 DB 국 (RECIPE_ID 196) · 재료 5종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
jatjuk,잣죽,Jatjuk,EPIS 레시피 DB 밥 (RECIPE_ID 199) · 재료 4종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gochujangajji,고추장아찌,Gochujangajji,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 200) · 재료 5종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
soegogimuguk,쇠고기무국,Soegogimuguk,EPIS 레시피 DB 국 (RECIPE_ID 202) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
myeongranjeotjjigae,명란젓찌개,Myeongranjeotjjigae,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 203) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
haemuljeongol,해물전골,Haemuljeongol,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 206) · 재료 15종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
chogyotang,초교탕,Chogyotang,EPIS 레시피 DB 국 (RECIPE_ID 208) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
samgyeopsalkkaetipjeon,삼겹살깻잎전,Samgyeopsalkkaetipjeon,EPIS 레시피 DB 부침 (RECIPE_ID 209) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dakkkochigui,닭꼬치구이,Dakkkochigui,EPIS 레시피 DB 구이 (RECIPE_ID 211) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
nokchasujebi,녹차수제비,Nokchasujebi,EPIS 레시피 DB 만두/면류 (RECIPE_ID 212) · 재료 13종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
galbitteokboki,갈비떡볶이,Galbitteokboki,EPIS 레시피 DB 도시락/간식 (RECIPE_ID 214) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ojingeosanjeok,오징어산적,Ojingeosanjeok,EPIS 레시피 DB 구이 (RECIPE_ID 215) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
sagoltang,사골탕,Sagoltang,EPIS 레시피 DB 국 (RECIPE_ID 218) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gamjaguksu,감자국수,Gamjaguksu,EPIS 레시피 DB 만두/면류 (RECIPE_ID 219) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gimchisujebi,김치수제비,Gimchisujebi,EPIS 레시피 DB 만두/면류 (RECIPE_ID 220) · 재료 16종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ogokbapssambapjeongsik,오곡밥쌈밥정식,Ogokbapssambapjeongsik,EPIS 레시피 DB 밥 (RECIPE_ID 221) · 재료 13종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ojingeosukhoe,오징어숙회,Ojingeosukhoe,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 222) · 재료 5종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
kodarijjim,코다리찜,Kodarijjim,EPIS 레시피 DB 찜 (RECIPE_ID 225) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
beoseotmandujeongol,버섯만두전골,Beoseotmandujeongol,EPIS 레시피 DB 만두/면류 (RECIPE_ID 227) · 재료 14종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
haemulbapjeon,해물밥전,Haemulbapjeon,EPIS 레시피 DB 밥 (RECIPE_ID 228) · 재료 15종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
hongchagyeranjangjorim,홍차계란장조림,Hongchagyeranjangjorim,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 231) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gajidoenjangjjim,가지된장찜,Gajidoenjangjjim,EPIS 레시피 DB 찜 (RECIPE_ID 232) · 재료 14종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
saengtaemaeuntang,생태매운탕,Saengtaemaeuntang,EPIS 레시피 DB 국 (RECIPE_ID 235) · 재료 17종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dubuguljjigae,두부굴찌개,Dubuguljjigae,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 236) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
beoseotdubujjigae,버섯두부찌개,Beoseotdubujjigae,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 237) · 재료 13종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gimchijumeokbap,김치주먹밥,Gimchijumeokbap,EPIS 레시피 DB 밥 (RECIPE_ID 238) · 재료 15종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
honghaptang,홍합탕,Honghaptang,EPIS 레시피 DB 국 (RECIPE_ID 239) · 재료 5종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dwaejigalbijjim,돼지갈비찜,Dwaejigalbijjim,EPIS 레시피 DB 찜 (RECIPE_ID 240) · 재료 18종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
jeyukbulgogi,제육불고기,Jeyukbulgogi,EPIS 레시피 DB 구이 (RECIPE_ID 242) · 재료 14종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
baechubamgimchi,배추밤김치,Baechubamgimchi,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 243) · 재료 13종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
bossamgimchi,보쌈김치,Bossamgimchi,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 244) · 재료 18종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
sagolugeojitang,사골우거지탕,Sagolugeojitang,EPIS 레시피 DB 국 (RECIPE_ID 245) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
chanbapjeon,찬밥전,Chanbapjeon,EPIS 레시피 DB 부침 (RECIPE_ID 246) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
danpatjuk,단팥죽,Danpatjuk,EPIS 레시피 DB 밥 (RECIPE_ID 247) · 재료 4종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
bulgoginakjijeongol,불고기낙지전골,Bulgoginakjijeongol,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 248) · 재료 14종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
janmyeolchidoenjangbokeum,잔멸치된장볶음,Janmyeolchidoenjangbokeum,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 249) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
byeolmibap,별미밥,Byeolmibap,EPIS 레시피 DB 밥 (RECIPE_ID 250) · 재료 13종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
chaesobibimsomyeon,채소비빔소면,Chaesobibimsomyeon,EPIS 레시피 DB 만두/면류 (RECIPE_ID 252) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
kongnamulbeoseotdeopbap,콩나물버섯덮밥,Kongnamulbeoseotdeopbap,EPIS 레시피 DB 밥 (RECIPE_ID 254) · 재료 15종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
eomukkkochi,어묵꼬치,Eomukkkochi,EPIS 레시피 DB 국 (RECIPE_ID 255) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
yeongyangchaesobap,영양채소밥,Yeongyangchaesobap,EPIS 레시피 DB 밥 (RECIPE_ID 257) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
sasaeknamul,사색나물,Sasaeknamul,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 258) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
tteokjapchae,떡잡채,Tteokjapchae,EPIS 레시피 DB 볶음 (RECIPE_ID 259) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dubuchaesonaengchae,두부채소냉채,Dubuchaesonaengchae,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 260) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
yakgwa,약과,Yakgwa,EPIS 레시피 DB 떡/한과 (RECIPE_ID 261) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
chamchijumeokbap,참치주먹밥,Chamchijumeokbap,EPIS 레시피 DB 도시락/간식 (RECIPE_ID 262) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
yubumiyeokdoenjangguk,유부미역된장국,Yubumiyeokdoenjangguk,EPIS 레시피 DB 국 (RECIPE_ID 263) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
samsaeksujebi,삼색수제비,Samsaeksujebi,EPIS 레시피 DB 만두/면류 (RECIPE_ID 264) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
godeulppaegigimchi,고들빼기김치,Godeulppaegigimchi,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 265) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dalraegulpajeon,달래굴파전,Dalraegulpajeon,EPIS 레시피 DB 부침 (RECIPE_ID 266) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dalraejanggimchi,달래장김치,Dalraejanggimchi,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 267) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dureupdoenjangmuchim,두릅된장무침,Dureupdoenjangmuchim,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 268) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
sukjuminarimuchim,숙주미나리무침,Sukjuminarimuchim,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 269) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
chamnamulgochujangmuchim,참나물고추장무침,Chamnamulgochujangmuchim,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 270) · 재료 6종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ojingeotonggui,오징어통구이,Ojingeotonggui,EPIS 레시피 DB 구이 (RECIPE_ID 271) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dakgogikongnamuldeopbap,닭고기콩나물덮밥,Dakgogikongnamuldeopbap,EPIS 레시피 DB 밥 (RECIPE_ID 272) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gimchidubussam,김치두부쌈,Gimchidubussam,EPIS 레시피 DB 찜 (RECIPE_ID 273) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
hobakdubujjigae,호박두부찌개,Hobakdubujjigae,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 274) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
haeparihaemulnaengchae,해파리해물냉채,Haeparihaemulnaengchae,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 275) · 재료 15종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ojingeoputmaneulsanjeok,오징어풋마늘산적,Ojingeoputmaneulsanjeok,EPIS 레시피 DB 부침 (RECIPE_ID 280) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
sangchugeotjeolibibimbap,상추겉절이비빔밥,Sangchugeotjeolibibimbap,EPIS 레시피 DB 밥 (RECIPE_ID 281) · 재료 14종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dubualjjim,두부알찜,Dubualjjim,EPIS 레시피 DB 찜 (RECIPE_ID 282) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gimchikkongchijorim,김치꽁치조림,Gimchikkongchijorim,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 287) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ganjangtteokboki,간장떡볶이,Ganjangtteokboki,EPIS 레시피 DB 볶음 (RECIPE_ID 289) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gimchissambap,김치쌈밥,Gimchissambap,EPIS 레시피 DB 밥 (RECIPE_ID 291) · 재료 6종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
janchiguksu,잔치국수,Janchiguksu,EPIS 레시피 DB 만두/면류 (RECIPE_ID 292) · 재료 14종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
kodarijorim,코다리조림,Kodarijorim,EPIS 레시피 DB 조림 (RECIPE_ID 294) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
sundaebokeum,순대볶음,Sundaebokeum,EPIS 레시피 DB 볶음 (RECIPE_ID 296) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
yeolmubibimbap,열무비빔밥,Yeolmubibimbap,EPIS 레시피 DB 밥 (RECIPE_ID 299) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dasimabokeum,다시마볶음,Dasimabokeum,EPIS 레시피 DB 볶음 (RECIPE_ID 300) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
doenjangkkaetipjangajji,된장깻잎장아찌,Doenjangkkaetipjangajji,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 303) · 재료 3종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
bibimssalguksu,비빔쌀국수,Bibimssalguksu,EPIS 레시피 DB 만두/면류 (RECIPE_ID 304) · 재료 13종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
aukguk,아욱국,Aukguk,EPIS 레시피 DB 국 (RECIPE_ID 305) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
raboki,라볶이,Raboki,EPIS 레시피 DB 볶음 (RECIPE_ID 306) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
godeungeogimchijorim,고등어김치조림,Godeungeogimchijorim,EPIS 레시피 DB 조림 (RECIPE_ID 307) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
bajirakbokeum,바지락볶음,Bajirakbokeum,EPIS 레시피 DB 볶음 (RECIPE_ID 309) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gajisoegogibokeum,가지쇠고기볶음,Gajisoegogibokeum,EPIS 레시피 DB 볶음 (RECIPE_ID 310) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
beoseotcheonggukjangjjigae,버섯청국장찌개,Beoseotcheonggukjangjjigae,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 311) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
buchubuchimgae,부추부침개,Buchubuchimgae,EPIS 레시피 DB 부침 (RECIPE_ID 312) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
saesongisanjeok,새송이산적,Saesongisanjeok,EPIS 레시피 DB 구이 (RECIPE_ID 315) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dakgaejang,닭개장,Dakgaejang,EPIS 레시피 DB 국 (RECIPE_ID 319) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ojingeochaebokeum,오징어채볶음,Ojingeochaebokeum,EPIS 레시피 DB 볶음 (RECIPE_ID 321) · 재료 6종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
bajirakkalguksu,바지락칼국수,Bajirakkalguksu,EPIS 레시피 DB 만두/면류 (RECIPE_ID 322) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ojingeodorajisaengchae,오징어도라지생채,Ojingeodorajisaengchae,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 323) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
aehobakmuchim,애호박무침,Aehobakmuchim,EPIS 레시피 DB 볶음 (RECIPE_ID 324) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
yangsongibeoseotjuk,양송이버섯죽,Yangsongibeoseotjuk,EPIS 레시피 DB 밥 (RECIPE_ID 325) · 재료 10종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
honghapmiyeokguk,홍합미역국,Honghapmiyeokguk,EPIS 레시피 DB 국 (RECIPE_ID 326) · 재료 6종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
daegutang,대구탕,Daegutang,EPIS 레시피 DB 국 (RECIPE_ID 329) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
bulgogichapssalgui,불고기찹쌀구이,Bulgogichapssalgui,EPIS 레시피 DB 구이 (RECIPE_ID 330) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gochubugak,고추부각,Gochubugak,EPIS 레시피 DB 튀김/커틀릿 (RECIPE_ID 331) · 재료 5종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
chungmugimbap,충무김밥,Chungmugimbap,EPIS 레시피 DB 밥 (RECIPE_ID 332) · 재료 12종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
gyeranjjim,계란찜,Gyeranjjim,EPIS 레시피 DB 찜 (RECIPE_ID 337) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
kongnamulbibimbap,콩나물비빔밥,Kongnamulbibimbap,EPIS 레시피 DB 밥 (RECIPE_ID 338) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
injeolmi,인절미,Injeolmi,EPIS 레시피 DB 떡/한과 (RECIPE_ID 339) · 재료 3종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
sangchuchaesomuchim,상추채소무침,Sangchuchaesomuchim,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 340) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
hobakyangpaguk,호박양파국,Hobakyangpaguk,EPIS 레시피 DB 국 (RECIPE_ID 341) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
kkongchigui,꽁치구이,Kkongchigui,EPIS 레시피 DB 구이 (RECIPE_ID 342) · 재료 4종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ojingeojeotgal,오징어젓갈,Ojingeojeotgal,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 343) · 재료 6종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
musaengchae,무생채,Musaengchae,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 344) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
haemulguksi,해물국시,Haemulguksi,EPIS 레시피 DB 만두/면류 (RECIPE_ID 345) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
paraemuchim,파래무침,Paraemuchim,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 347) · 재료 6종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
danhobaktwigim,단호박튀김,Danhobaktwigim,EPIS 레시피 DB 튀김/커틀릿 (RECIPE_ID 348) · 재료 4종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
munamul,무나물,Munamul,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 351) · 재료 5종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
godeungeodoenjangjorim,고등어된장조림,Godeungeodoenjangjorim,EPIS 레시피 DB 조림 (RECIPE_ID 352) · 재료 7종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
dubuduruchigi,두부두루치기,Dubuduruchigi,EPIS 레시피 DB 볶음 (RECIPE_ID 353) · 재료 11종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
sigeumchidoenjangjuk,시금치된장죽,Sigeumchidoenjangjuk,EPIS 레시피 DB 밥 (RECIPE_ID 355) · 재료 6종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
jeyukgyeojassam,제육겨자쌈,Jeyukgyeojassam,EPIS 레시피 DB 나물/생채/샐러드 (RECIPE_ID 356) · 재료 9종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
ogokjumeokbap,오곡주먹밥,Ogokjumeokbap,EPIS 레시피 DB 밥 (RECIPE_ID 360) · 재료 13종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
muchogimchi,무초김치,Muchogimchi,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 361) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
hwajeon,화전,Hwajeon,EPIS 레시피 DB 떡/한과 (RECIPE_ID 362) · 재료 6종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
kongnamulminarimuchim,콩나물미나리무침,Kongnamulminarimuchim,EPIS 레시피 DB 밑반찬/김치 (RECIPE_ID 364) · 재료 8종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
kkotgehaemultang,꽃게해물탕,Kkotgehaemultang,EPIS 레시피 DB 찌개/전골/스튜 (RECIPE_ID 373) · 재료 16종,public_recipe,https://www.data.go.kr/data/15058981/openapi.do
